"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"6:30:55.2984458 PM","python.exe","7116","CloseFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS",""
"6:30:55.2990241 PM","python.exe","7116","IRP_MJ_CLOSE","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS",""
"6:30:55.2997286 PM","python.exe","7116","CreateFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"6:30:55.2999248 PM","python.exe","7116","QueryAttributeTagFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"6:30:55.2999802 PM","python.exe","7116","QueryBasicInformationFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS","CreationTime: 12/20/2021 4:49:14 PM, LastAccessTime: 12/20/2021 6:30:55 PM, LastWriteTime: 12/20/2021 6:30:55 PM, ChangeTime: 12/20/2021 6:30:55 PM, FileAttributes: A"
"6:30:55.3005099 PM","python.exe","7116","SetRenameInformationFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","SUCCESS","ReplaceIfExists: False, FileName: C:\Users\Radoslaw Motyka\inz tests\haslo0.txt.DEMON"
"6:30:56.3049188 PM","Explorer.EXE","1060","QueryDirectory","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","NO SUCH FILE","FileInformationClass: FileIdBothDirectoryInformation, Filter: haslo0.txt"
"6:30:56.3050780 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","NAME NOT FOUND","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"6:30:56.3051944 PM","Explorer.EXE","1060","QueryOpen","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","FAST IO DISALLOWED",""
"6:30:56.3052296 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"6:30:56.3060314 PM","Explorer.EXE","1060","QueryDirectory","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","NO SUCH FILE","FileInformationClass: FileIdBothDirectoryInformation, Filter: haslo0.txt"
"6:30:56.3061051 PM","Explorer.EXE","1060","CreateFile","C:\Users\Radoslaw Motyka\inz tests\haslo0.txt","NAME NOT FOUND","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a"
